"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.r1","Input.s1","Input.r2","Input.s2","Input.r3","Input.s3","Input.r4","Input.s4","Input.r5","Input.s5","Input.r6","Input.s6","Input.r7","Input.s7","Input.r8","Input.s8","Input.r9","Input.s9","Input.r10","Input.s10","Answer.d1","Answer.d10","Answer.d2","Answer.d3","Answer.d4","Answer.d5","Answer.d6","Answer.d7","Answer.d8","Answer.d9","Approve","Reject"
"39HYCOOPKOCSBWRCQMQUORDJSTCDMU","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","32SVAV9L3G0WENEJQXZFQBST0XB3AK","A3H2F6RU26B01N","Submitted","Sun May 05 15:30:15 PDT 2019","Sun May 05 15:34:06 PDT 2019","Thu May 09 15:34:06 PDT 2019","","","","231","0% (0/0)","0% (0/0)","0% (0/0)","(Gale W. McGee; hypernym; Senator)","Gale William McGee (March 17, 1915 – April 9, 1992) was a United States Senator of the Democratic Party, and United States Ambassador to the Organization of American States (OAS).","(Shashank Manohar; spouse; Varsha Manohar)","[52] Shashank Manohar married Varsha Oka in 1979.","(Gale W. McGee; hypernym; Senator)","[25][26]In 1965, Senator McGee began calling for a mandated August recess for Congress.","(Shashank Manohar; birthDate; September 29, 1957)","Shashank Vyankatesh Manohar (/ʃəˈʃɑːŋk məˈnoʊhər/; Marathi: शशांक व्यंकटेश मनोहर; born 29 September 1957)[2] is a prominent[3] Indian lawyer and cricket administrator.","(Johnathon Schaech; hypernym; Actor)","[9] Taking the role of a British military man, Schaech was in the independent feature Woundings in 1998,[10] for which he won Best Supporting Actor at the 2001 New York International Independent Film & Video Festival.","(Amanda Peet; birthPlace; New York)","[52]Peet married screenwriter David Benioff on September 30, 2006, in New York City.","(Patti LuPone; birthPlace; United States)","[25] The production premiered at The Acting Company's summer residence at Chautauqua Institution, toured the United States including an engagement at the Highland Park, Illinois' Ravinia Festival in 1984 and played in London's West End.When the run ended, LuPone remained in London to create the role of Fantine in Cameron Mackintosh’s original London production of Les Misérables, in 1985, which premiered at the Barbican Theatre, at that time the London home of the Royal Shakespeare Company.","(Patti LuPone; hypernym; Actress)","""[23] Despite the trouble, LuPone won her first Tony Award for Best Actress in a Musical.","(Shirley McKague; spouse; Paul McKague)","[2] McKague and her husband Paul have six children.Before entering politics, McKague was a:[2]McKague previously worked as:[2]McKague is member of:[2]McKague was first elected in District 14B in 1996 with 13,717 votes (67.3%) against Democrat Glida Bothwell.","(Amanda Peet; spouse; David Benioff)","[58] To avoid any confusion, Peet's three children use the last name of Friedman,[57] which is husband David Benioff's given last name—he uses his mother's maiden name as his professional name.","yes","yes","yes","yes","yes","yes","no","no","yes","yes"
"39HYCOOPKOCSBWRCQMQUORDJSTCDMU","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","3DUZQ9U6SNFKQS2WR7RCU6EIDNBSV2","A2VA0NCPWJ8XZG","Submitted","Sun May 05 15:36:09 PDT 2019","Sun May 05 15:37:03 PDT 2019","Thu May 09 15:37:03 PDT 2019","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","(Gale W. McGee; hypernym; Senator)","Gale William McGee (March 17, 1915 – April 9, 1992) was a United States Senator of the Democratic Party, and United States Ambassador to the Organization of American States (OAS).","(Shashank Manohar; spouse; Varsha Manohar)","[52] Shashank Manohar married Varsha Oka in 1979.","(Gale W. McGee; hypernym; Senator)","[25][26]In 1965, Senator McGee began calling for a mandated August recess for Congress.","(Shashank Manohar; birthDate; September 29, 1957)","Shashank Vyankatesh Manohar (/ʃəˈʃɑːŋk məˈnoʊhər/; Marathi: शशांक व्यंकटेश मनोहर; born 29 September 1957)[2] is a prominent[3] Indian lawyer and cricket administrator.","(Johnathon Schaech; hypernym; Actor)","[9] Taking the role of a British military man, Schaech was in the independent feature Woundings in 1998,[10] for which he won Best Supporting Actor at the 2001 New York International Independent Film & Video Festival.","(Amanda Peet; birthPlace; New York)","[52]Peet married screenwriter David Benioff on September 30, 2006, in New York City.","(Patti LuPone; birthPlace; United States)","[25] The production premiered at The Acting Company's summer residence at Chautauqua Institution, toured the United States including an engagement at the Highland Park, Illinois' Ravinia Festival in 1984 and played in London's West End.When the run ended, LuPone remained in London to create the role of Fantine in Cameron Mackintosh’s original London production of Les Misérables, in 1985, which premiered at the Barbican Theatre, at that time the London home of the Royal Shakespeare Company.","(Patti LuPone; hypernym; Actress)","""[23] Despite the trouble, LuPone won her first Tony Award for Best Actress in a Musical.","(Shirley McKague; spouse; Paul McKague)","[2] McKague and her husband Paul have six children.Before entering politics, McKague was a:[2]McKague previously worked as:[2]McKague is member of:[2]McKague was first elected in District 14B in 1996 with 13,717 votes (67.3%) against Democrat Glida Bothwell.","(Amanda Peet; spouse; David Benioff)","[58] To avoid any confusion, Peet's three children use the last name of Friedman,[57] which is husband David Benioff's given last name—he uses his mother's maiden name as his professional name.","yes","yes","yes","yes","yes","yes","no","no","yes",""
"39HYCOOPKOCSBWRCQMQUORDJSTCDMU","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","3KRVW3HTZOC1058NDFQL7AV5MUYSMK","A1DUPOUC9RNU4L","Submitted","Sun May 05 15:30:05 PDT 2019","Sun May 05 15:32:57 PDT 2019","Thu May 09 15:32:57 PDT 2019","","","","172","88% (83/94)","42% (8/19)","75% (3/4)","(Gale W. McGee; hypernym; Senator)","Gale William McGee (March 17, 1915 – April 9, 1992) was a United States Senator of the Democratic Party, and United States Ambassador to the Organization of American States (OAS).","(Shashank Manohar; spouse; Varsha Manohar)","[52] Shashank Manohar married Varsha Oka in 1979.","(Gale W. McGee; hypernym; Senator)","[25][26]In 1965, Senator McGee began calling for a mandated August recess for Congress.","(Shashank Manohar; birthDate; September 29, 1957)","Shashank Vyankatesh Manohar (/ʃəˈʃɑːŋk məˈnoʊhər/; Marathi: शशांक व्यंकटेश मनोहर; born 29 September 1957)[2] is a prominent[3] Indian lawyer and cricket administrator.","(Johnathon Schaech; hypernym; Actor)","[9] Taking the role of a British military man, Schaech was in the independent feature Woundings in 1998,[10] for which he won Best Supporting Actor at the 2001 New York International Independent Film & Video Festival.","(Amanda Peet; birthPlace; New York)","[52]Peet married screenwriter David Benioff on September 30, 2006, in New York City.","(Patti LuPone; birthPlace; United States)","[25] The production premiered at The Acting Company's summer residence at Chautauqua Institution, toured the United States including an engagement at the Highland Park, Illinois' Ravinia Festival in 1984 and played in London's West End.When the run ended, LuPone remained in London to create the role of Fantine in Cameron Mackintosh’s original London production of Les Misérables, in 1985, which premiered at the Barbican Theatre, at that time the London home of the Royal Shakespeare Company.","(Patti LuPone; hypernym; Actress)","""[23] Despite the trouble, LuPone won her first Tony Award for Best Actress in a Musical.","(Shirley McKague; spouse; Paul McKague)","[2] McKague and her husband Paul have six children.Before entering politics, McKague was a:[2]McKague previously worked as:[2]McKague is member of:[2]McKague was first elected in District 14B in 1996 with 13,717 votes (67.3%) against Democrat Glida Bothwell.","(Amanda Peet; spouse; David Benioff)","[58] To avoid any confusion, Peet's three children use the last name of Friedman,[57] which is husband David Benioff's given last name—he uses his mother's maiden name as his professional name.","yes","yes","yes","yes","yes","yes","no","no","yes","yes"
"385MDVINFC61JULI4KIS0NANVFMWJH","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","3D3VGR7TA16OD400S8L1L1H30103RT","AJ1VMW9NT7287","Submitted","Sun May 05 15:38:50 PDT 2019","Sun May 05 15:40:51 PDT 2019","Thu May 09 15:40:51 PDT 2019","","","","121","0% (0/1)","0% (0/0)","0% (0/0)","(Gale W. McGee; hypernym; Senator)","Gale William McGee (March 17, 1915 – April 9, 1992) was a United States Senator of the Democratic Party, and United States Ambassador to the Organization of American States (OAS).","(Shashank Manohar; spouse; Varsha Manohar)","[52] Shashank Manohar married Varsha Oka in 1979.","(Gale W. McGee; hypernym; Senator)","[25][26]In 1965, Senator McGee began calling for a mandated August recess for Congress.","(Shashank Manohar; birthDate; September 29, 1957)","Shashank Vyankatesh Manohar (/ʃəˈʃɑːŋk məˈnoʊhər/; Marathi: शशांक व्यंकटेश मनोहर; born 29 September 1957)[2] is a prominent[3] Indian lawyer and cricket administrator.","(Johnathon Schaech; hypernym; Actor)","[9] Taking the role of a British military man, Schaech was in the independent feature Woundings in 1998,[10] for which he won Best Supporting Actor at the 2001 New York International Independent Film & Video Festival.","(Amanda Peet; birthPlace; New York)","[52]Peet married screenwriter David Benioff on September 30, 2006, in New York City.","(Patti LuPone; birthPlace; United States)","[25] The production premiered at The Acting Company's summer residence at Chautauqua Institution, toured the United States including an engagement at the Highland Park, Illinois' Ravinia Festival in 1984 and played in London's West End.When the run ended, LuPone remained in London to create the role of Fantine in Cameron Mackintosh’s original London production of Les Misérables, in 1985, which premiered at the Barbican Theatre, at that time the London home of the Royal Shakespeare Company.","(Patti LuPone; hypernym; Actress)","""[23] Despite the trouble, LuPone won her first Tony Award for Best Actress in a Musical.","(Shirley McKague; spouse; Paul McKague)","[2] McKague and her husband Paul have six children.Before entering politics, McKague was a:[2]McKague previously worked as:[2]McKague is member of:[2]McKague was first elected in District 14B in 1996 with 13,717 votes (67.3%) against Democrat Glida Bothwell.","(Amanda Peet; spouse; David Benioff)","[58] To avoid any confusion, Peet's three children use the last name of Friedman,[57] which is husband David Benioff's given last name—he uses his mother's maiden name as his professional name.","yes","yes","yes","yes","yes","yes","no","no","yes","yes"
"385MDVINFC61JULI4KIS0NANVFMWJH","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","3M0NZ3JDP2P0TA9VG837M1HMNE95ZD","A2VA0NCPWJ8XZG","Submitted","Sun May 05 15:30:29 PDT 2019","Sun May 05 15:31:27 PDT 2019","Thu May 09 15:31:27 PDT 2019","","","","58","0% (0/0)","0% (0/0)","0% (0/0)","(Gale W. McGee; hypernym; Senator)","Gale William McGee (March 17, 1915 – April 9, 1992) was a United States Senator of the Democratic Party, and United States Ambassador to the Organization of American States (OAS).","(Shashank Manohar; spouse; Varsha Manohar)","[52] Shashank Manohar married Varsha Oka in 1979.","(Gale W. McGee; hypernym; Senator)","[25][26]In 1965, Senator McGee began calling for a mandated August recess for Congress.","(Shashank Manohar; birthDate; September 29, 1957)","Shashank Vyankatesh Manohar (/ʃəˈʃɑːŋk məˈnoʊhər/; Marathi: शशांक व्यंकटेश मनोहर; born 29 September 1957)[2] is a prominent[3] Indian lawyer and cricket administrator.","(Johnathon Schaech; hypernym; Actor)","[9] Taking the role of a British military man, Schaech was in the independent feature Woundings in 1998,[10] for which he won Best Supporting Actor at the 2001 New York International Independent Film & Video Festival.","(Amanda Peet; birthPlace; New York)","[52]Peet married screenwriter David Benioff on September 30, 2006, in New York City.","(Patti LuPone; birthPlace; United States)","[25] The production premiered at The Acting Company's summer residence at Chautauqua Institution, toured the United States including an engagement at the Highland Park, Illinois' Ravinia Festival in 1984 and played in London's West End.When the run ended, LuPone remained in London to create the role of Fantine in Cameron Mackintosh’s original London production of Les Misérables, in 1985, which premiered at the Barbican Theatre, at that time the London home of the Royal Shakespeare Company.","(Patti LuPone; hypernym; Actress)","""[23] Despite the trouble, LuPone won her first Tony Award for Best Actress in a Musical.","(Shirley McKague; spouse; Paul McKague)","[2] McKague and her husband Paul have six children.Before entering politics, McKague was a:[2]McKague previously worked as:[2]McKague is member of:[2]McKague was first elected in District 14B in 1996 with 13,717 votes (67.3%) against Democrat Glida Bothwell.","(Amanda Peet; spouse; David Benioff)","[58] To avoid any confusion, Peet's three children use the last name of Friedman,[57] which is husband David Benioff's given last name—he uses his mother's maiden name as his professional name.","yes","yes","no","yes","yes","yes","no","no","yes","yes"
"385MDVINFC61JULI4KIS0NANVFMWJH","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","3UNH76FOCTWYWRKWCLIAPWJ63FWMYU","A3MBRQO3XAVTIV","Submitted","Sun May 05 15:40:10 PDT 2019","Sun May 05 15:41:23 PDT 2019","Thu May 09 15:41:23 PDT 2019","","","","73","0% (0/0)","0% (0/0)","0% (0/0)","(Gale W. McGee; hypernym; Senator)","Gale William McGee (March 17, 1915 – April 9, 1992) was a United States Senator of the Democratic Party, and United States Ambassador to the Organization of American States (OAS).","(Shashank Manohar; spouse; Varsha Manohar)","[52] Shashank Manohar married Varsha Oka in 1979.","(Gale W. McGee; hypernym; Senator)","[25][26]In 1965, Senator McGee began calling for a mandated August recess for Congress.","(Shashank Manohar; birthDate; September 29, 1957)","Shashank Vyankatesh Manohar (/ʃəˈʃɑːŋk məˈnoʊhər/; Marathi: शशांक व्यंकटेश मनोहर; born 29 September 1957)[2] is a prominent[3] Indian lawyer and cricket administrator.","(Johnathon Schaech; hypernym; Actor)","[9] Taking the role of a British military man, Schaech was in the independent feature Woundings in 1998,[10] for which he won Best Supporting Actor at the 2001 New York International Independent Film & Video Festival.","(Amanda Peet; birthPlace; New York)","[52]Peet married screenwriter David Benioff on September 30, 2006, in New York City.","(Patti LuPone; birthPlace; United States)","[25] The production premiered at The Acting Company's summer residence at Chautauqua Institution, toured the United States including an engagement at the Highland Park, Illinois' Ravinia Festival in 1984 and played in London's West End.When the run ended, LuPone remained in London to create the role of Fantine in Cameron Mackintosh’s original London production of Les Misérables, in 1985, which premiered at the Barbican Theatre, at that time the London home of the Royal Shakespeare Company.","(Patti LuPone; hypernym; Actress)","""[23] Despite the trouble, LuPone won her first Tony Award for Best Actress in a Musical.","(Shirley McKague; spouse; Paul McKague)","[2] McKague and her husband Paul have six children.Before entering politics, McKague was a:[2]McKague previously worked as:[2]McKague is member of:[2]McKague was first elected in District 14B in 1996 with 13,717 votes (67.3%) against Democrat Glida Bothwell.","(Amanda Peet; spouse; David Benioff)","[58] To avoid any confusion, Peet's three children use the last name of Friedman,[57] which is husband David Benioff's given last name—he uses his mother's maiden name as his professional name.","yes","yes","no","yes","yes","yes","no","no","yes","yes"
"3D4BBDG7ZHNHKIDOK8Q48MMV72J3C4","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","31UV0MXWNR3EYKKLG4FLM6EWR185IH","A1DUPOUC9RNU4L","Submitted","Sun May 05 15:37:37 PDT 2019","Sun May 05 15:40:21 PDT 2019","Thu May 09 15:40:21 PDT 2019","","","","164","88% (83/94)","42% (8/19)","75% (3/4)","(Shashank Manohar; birthPlace; Maharashtra)","VR Manohar a leading Supreme Court lawyer, not only served as the Advocate General during Pawar's stint as Maharashtra chief minister, he has also appeared for the NCP leader in his personal court cases in the 1990s.","(Alexis Denisof; spouse; Alyson Hannigan)","He also had a recurring role on How I Met Your Mother on which his wife, Alyson Hannigan, starred.Denisof was born in Salisbury, Maryland,[1] the son of Dr. Christiana Taylor and Gerald Denisof.","(S. D. Shibulal; spouse; Kumari Shibulal)","Shibulal, along with wife Kumari, daughter Shruti and son Shreyas, holds nearly 2.2% of Infosys shares, which has a market capitalisation of around $30 billion.","(Johnathon Schaech; spouse; Jana Kramer)","[37]In December 2009, Schaech became engaged to the singer/actress Jana Kramer, whom he began dating in 2008.","(Johnathon Schaech; hypernym; Actor)","[5]Schaech appeared in How to Make an American Quilt,[5] which received a nomination for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture.","(Elizabeth Taylor; hypernym; Actress)","[1]:166–177 Although the film failed to become the type of success MGM had planned,[29] Taylor was nominated for the first time for an Academy Award for Best Actress for her performance.","(Shirley McKague; birthDate; June 12, 1935)","Shirley J. McKague (born June 12, 1935) was a Republican Idaho State Senator, representing the 20th District from 2007 to 2012.","(Princess Milica of Montenegro; hypernym; Princess)","Princess Milica Petrović-Njegoš of Montenegro, also known as Grand Duchess Militza Nikolaevna of Russia, (14 July 1866 in Cetinje, Montenegro – 5 September 1951 in Alexandria, Egypt) was a Montenegrin princess.","(Christine Belford; spouse; Nicholas Pryor)","[citation needed]Belford has been married to actor Nicholas Pryor since July 1993.","(Elizabeth Taylor; spouse; Conrad Hilton, Jr.)","[13]Taylor was 18 when she married Conrad ""Nicky"" Hilton Jr., heir to the Hilton Hotels chain, at the Church of the Good Shepherd in Beverly Hills on May 6, 1950.","no","yes","yes","yes","no","yes","yes","yes","yes","yes"
"3D4BBDG7ZHNHKIDOK8Q48MMV72J3C4","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","3N1FSUEFL6RFUQ0ZALV0QHS5Z0BD4O","A1FGKIKJYSL1MI","Submitted","Sun May 05 16:08:06 PDT 2019","Sun May 05 16:10:27 PDT 2019","Thu May 09 16:10:27 PDT 2019","","","","141","88% (7/8)","83% (5/6)","100% (5/5)","(Shashank Manohar; birthPlace; Maharashtra)","VR Manohar a leading Supreme Court lawyer, not only served as the Advocate General during Pawar's stint as Maharashtra chief minister, he has also appeared for the NCP leader in his personal court cases in the 1990s.","(Alexis Denisof; spouse; Alyson Hannigan)","He also had a recurring role on How I Met Your Mother on which his wife, Alyson Hannigan, starred.Denisof was born in Salisbury, Maryland,[1] the son of Dr. Christiana Taylor and Gerald Denisof.","(S. D. Shibulal; spouse; Kumari Shibulal)","Shibulal, along with wife Kumari, daughter Shruti and son Shreyas, holds nearly 2.2% of Infosys shares, which has a market capitalisation of around $30 billion.","(Johnathon Schaech; spouse; Jana Kramer)","[37]In December 2009, Schaech became engaged to the singer/actress Jana Kramer, whom he began dating in 2008.","(Johnathon Schaech; hypernym; Actor)","[5]Schaech appeared in How to Make an American Quilt,[5] which received a nomination for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture.","(Elizabeth Taylor; hypernym; Actress)","[1]:166–177 Although the film failed to become the type of success MGM had planned,[29] Taylor was nominated for the first time for an Academy Award for Best Actress for her performance.","(Shirley McKague; birthDate; June 12, 1935)","Shirley J. McKague (born June 12, 1935) was a Republican Idaho State Senator, representing the 20th District from 2007 to 2012.","(Princess Milica of Montenegro; hypernym; Princess)","Princess Milica Petrović-Njegoš of Montenegro, also known as Grand Duchess Militza Nikolaevna of Russia, (14 July 1866 in Cetinje, Montenegro – 5 September 1951 in Alexandria, Egypt) was a Montenegrin princess.","(Christine Belford; spouse; Nicholas Pryor)","[citation needed]Belford has been married to actor Nicholas Pryor since July 1993.","(Elizabeth Taylor; spouse; Conrad Hilton, Jr.)","[13]Taylor was 18 when she married Conrad ""Nicky"" Hilton Jr., heir to the Hilton Hotels chain, at the Church of the Good Shepherd in Beverly Hills on May 6, 1950.","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"3D4BBDG7ZHNHKIDOK8Q48MMV72J3C4","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","3YT88D1N09P2Q0N52OC4KPVP595K3G","A2VA0NCPWJ8XZG","Submitted","Sun May 05 15:34:20 PDT 2019","Sun May 05 15:35:20 PDT 2019","Thu May 09 15:35:20 PDT 2019","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","(Shashank Manohar; birthPlace; Maharashtra)","VR Manohar a leading Supreme Court lawyer, not only served as the Advocate General during Pawar's stint as Maharashtra chief minister, he has also appeared for the NCP leader in his personal court cases in the 1990s.","(Alexis Denisof; spouse; Alyson Hannigan)","He also had a recurring role on How I Met Your Mother on which his wife, Alyson Hannigan, starred.Denisof was born in Salisbury, Maryland,[1] the son of Dr. Christiana Taylor and Gerald Denisof.","(S. D. Shibulal; spouse; Kumari Shibulal)","Shibulal, along with wife Kumari, daughter Shruti and son Shreyas, holds nearly 2.2% of Infosys shares, which has a market capitalisation of around $30 billion.","(Johnathon Schaech; spouse; Jana Kramer)","[37]In December 2009, Schaech became engaged to the singer/actress Jana Kramer, whom he began dating in 2008.","(Johnathon Schaech; hypernym; Actor)","[5]Schaech appeared in How to Make an American Quilt,[5] which received a nomination for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture.","(Elizabeth Taylor; hypernym; Actress)","[1]:166–177 Although the film failed to become the type of success MGM had planned,[29] Taylor was nominated for the first time for an Academy Award for Best Actress for her performance.","(Shirley McKague; birthDate; June 12, 1935)","Shirley J. McKague (born June 12, 1935) was a Republican Idaho State Senator, representing the 20th District from 2007 to 2012.","(Princess Milica of Montenegro; hypernym; Princess)","Princess Milica Petrović-Njegoš of Montenegro, also known as Grand Duchess Militza Nikolaevna of Russia, (14 July 1866 in Cetinje, Montenegro – 5 September 1951 in Alexandria, Egypt) was a Montenegrin princess.","(Christine Belford; spouse; Nicholas Pryor)","[citation needed]Belford has been married to actor Nicholas Pryor since July 1993.","(Elizabeth Taylor; spouse; Conrad Hilton, Jr.)","[13]Taylor was 18 when she married Conrad ""Nicky"" Hilton Jr., heir to the Hilton Hotels chain, at the Church of the Good Shepherd in Beverly Hills on May 6, 1950.","no","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"3JMQI2OLFZWYTECC2N5U162JXJMDNU","3H5KS3F36Q3FY5U4V08JTUCL83TZYQ","Indicate whether a given sentence expresses a given relation.","Given a sentence taken from a Wikipedia article, tell us whether or not that sentence expresses relation between the person the article is about and some other entity.","survey, relation extraction, Wikipedia","$0.15","Sun May 05 15:29:14 PDT 2019","3","BatchId:3631670;OriginalHitTemplateId:920937340;","1200","345600","Wed May 08 15:29:14 PDT 2019","","","39JEC7537VS4JBD0UL1CF1A0RKPCVS","A2VA0NCPWJ8XZG","Submitted","Sun May 05 15:35:20 PDT 2019","Sun May 05 15:36:08 PDT 2019","Thu May 09 15:36:08 PDT 2019","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","(Gale W. McGee; hypernym; Senator)","On March 6, 1965, CBS News aired an hour-long TV special titled ""Vietnam: Hawks and the Doves"" that featured a debate between McGee and Senator George McGovern for the full hour.","(Gale W. McGee; hypernym; Senator)","Senator Anderson found an ally in McGee on the Senate Commerce Committee, which had jurisdiction over Mr. Strauss' confirmation.","(Gale W. McGee; hypernym; Senator)","[16]McGee took advantage and concentrated on discrediting the state Republican Party and promoted McGee's specific contributions to particular areas of the state, especially given his position on the Senate Appropriations Committee.Counties thought to be steadfastly Republican, such as Big Horn County, wound up supporting both the re-election of President Johnson and Senator McGee.","(Gale W. McGee; hypernym; Senator)","Senate Majority Leader Lyndon Johnson, Senator John F. Kennedy, Senator Wayne Morse of Oregon, Senator-elect Edmund Muskie of Maine, Congressman Joseph M. Montoya of New Mexico, and former President Harry S. Truman came to the state to support McGee, whose campaign slogan was ""McGee for Me!"".","(Gale W. McGee; hypernym; Senator)","asked Senator Gale McGee in 1965.","(Shirley McKague; hypernym; Senator)","Shirley J. McKague (born June 12, 1935) was a Republican Idaho State Senator, representing the 20th District from 2007 to 2012.","(Shirley McKague; birthPlace; Nampa, Idaho)","She previously served as an Idaho State Representative for Districts 14B and 20B from 1997 until her appointment to fill the vacancy caused by the resignation of Senator Gerry Sweet.McKague was born in Nampa, Idaho in 1935 and raised in Meridian.","(Christine Belford; birthDate; January 14, 1949)","Christine Belford (born January 14, 1949) is an American television and film actress.","(Elizabeth Taylor; hypernym; Actress)","[36] Taylor won her first Academy Award for Best Actress for her performance.","","","no","no","yes","yes","no","yes","yes","yes","yes","yes"
